Время (UTC);Инициатор;Событие;Код;Объект;Детали
2026-06-15T07:47:19.023446+00:00;Paul;Изменён прогноз;prediction_updated;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 3, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 0}}"
2026-06-15T07:46:30.568775+00:00;Paul;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:44:05.048095+00:00;Paul;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 1, ""home"": 4, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:36:22.034149+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;537c9ff7-95d3-41ac-b56a-1c7cd2b38eeb;"{""away"": 3, ""home"": 1, ""match"": ""Iraq — Norway"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:36:12.222641+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 0, ""home"": 2, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:35:57.583901+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 0, ""home"": 0, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:28:41.494905+00:00;Валерич;Сделан прогноз;prediction_set;126f7b03-07ec-439b-9731-520dfe2fc786;"{""away"": 0, ""home"": 2, ""match"": ""Argentina — Algeria"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:28:20.580961+00:00;Валерич;Изменён прогноз;prediction_updated;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 2, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-15T07:28:12.694663+00:00;Валерич;Изменён прогноз;prediction_updated;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 1, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 0}}"
2026-06-15T07:27:49.110484+00:00;Валерич;Изменён прогноз;prediction_updated;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 0, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 2}}"
2026-06-15T07:20:35.610931+00:00;Вениамин;Сделан прогноз;prediction_set;3404b735-82aa-4d09-94e0-9f1105be2bf6;"{""away"": 0, ""home"": 1, ""match"": ""Ghana — Panama"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:20:31.090144+00:00;Вениамин;Сделан прогноз;prediction_set;02b8ed61-7272-4923-ba7f-8778ab070f80;"{""away"": 1, ""home"": 2, ""match"": ""England — Croatia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:20:23.043983+00:00;Вениамин;Сделан прогноз;prediction_set;8aadb7c8-300d-4667-907f-a999ace644e6;"{""away"": 0, ""home"": 4, ""match"": ""Portugal — Congo DR"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:20:18.785072+00:00;Вениамин;Сделан прогноз;prediction_set;9437cb05-81bc-4e6f-93a1-ed7e41ad5293;"{""away"": 0, ""home"": 2, ""match"": ""Austria — Jordan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:20:14.290024+00:00;Вениамин;Сделан прогноз;prediction_set;126f7b03-07ec-439b-9731-520dfe2fc786;"{""away"": 1, ""home"": 3, ""match"": ""Argentina — Algeria"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:15:11.585798+00:00;Вадим;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 1, ""home"": 3, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:15:02.795982+00:00;Вадим;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 0, ""home"": 1, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:14:48.082182+00:00;Вадим;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:14:30.896570+00:00;Вадим;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:14:09.463279+00:00;Вадим;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 1, ""home"": 3, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T07:05:48.344110+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 3, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:37:47.049906+00:00;DEN48;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 1, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:36:49.838071+00:00;DEN48;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 3, ""home"": 1, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:36:25.618098+00:00;DEN48;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:36:13.014102+00:00;DEN48;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 5, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:28:34.423816+00:00;Alexkl555;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 1, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:28:26.916118+00:00;Alexkl555;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:28:04.078085+00:00;Alexkl555;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 1, ""home"": 4, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:08:10.344115+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 1, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:07:23.075747+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T06:06:32.122989+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 1, ""home"": 3, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T05:23:01.364152+00:00;Гудзон;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 1, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T05:22:08.388304+00:00;Гудзон;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T05:22:01.730285+00:00;Гудзон;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 3, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T04:09:01.415252+00:00;Прапор;Изменён прогноз;prediction_updated;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 3, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 2}}"
2026-06-15T04:08:48.449889+00:00;Прапор;Изменён прогноз;prediction_updated;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 1, ""home"": 4, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 3}}"
2026-06-15T03:59:22.422326+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T03:59:22.422326+00:00;система;Добавлен счёт;match_result_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 1, ""home"": 5, ""match"": ""Sweden — Tunisia""}"
2026-06-15T03:49:22.415962+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T03:27:13.693380+00:00;Djbel;Изменён прогноз;prediction_updated;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 5, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 4}}"
2026-06-15T03:24:22.401545+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T02:44:22.446461+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T02:35:30.862840+00:00;Goalkeeper;Сделан прогноз;prediction_set;126f7b03-07ec-439b-9731-520dfe2fc786;"{""away"": 0, ""home"": 2, ""match"": ""Argentina — Algeria"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-15T02:34:22.401675+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T02:09:22.406060+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T02:04:22.410925+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T01:37:37.894094+00:00;Spartak1210;Изменён прогноз;prediction_updated;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 2, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-15T01:19:59.804311+00:00;Spartak1210;Изменён прогноз;prediction_updated;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 1, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 2}}"
2026-06-15T01:09:22.403037+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-15T01:09:22.403037+00:00;система;Добавлен счёт;match_result_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 1, ""match"": ""Ivory Coast — Ecuador""}"
2026-06-15T00:59:22.417136+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T23:04:22.412565+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T21:59:22.436580+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T21:59:22.436580+00:00;система;Добавлен счёт;match_result_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 2, ""home"": 2, ""match"": ""Netherlands — Japan""}"
2026-06-14T21:49:22.438099+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T21:39:41.916313+00:00;Валерич;Изменён прогноз;prediction_updated;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-14T21:24:22.431531+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T21:19:22.465620+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T21:14:45.932355+00:00;Пётр I;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 1, ""home"": 2, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T21:14:22.418824+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T21:13:37.557970+00:00;Вениамин;Изменён прогноз;prediction_updated;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 0, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 2}}"
2026-06-14T21:02:51.742248+00:00;Federico;Изменён прогноз;prediction_updated;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 1, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 2, ""home"": 2}}"
2026-06-14T21:02:27.290912+00:00;Federico;Изменён прогноз;prediction_updated;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 3, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 2}}"
2026-06-14T20:04:22.409529+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T19:59:12.486332+00:00;Spartak1210;Изменён прогноз;prediction_updated;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 1, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 2, ""home"": 1}}"
2026-06-14T19:58:53.380306+00:00;Spartak1210;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 2, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-14T19:55:46.400638+00:00;Spartak1210;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 3}}"
2026-06-14T19:54:07.437828+00:00;Вадим;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 2, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:53:11.882399+00:00;Вадим;Изменён прогноз;prediction_updated;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 1}}"
2026-06-14T19:53:01.960705+00:00;Вадим;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 0, ""home"": 2, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-14T19:36:48.811303+00:00;Прапор;Сделан прогноз;prediction_set;7f033138-5b17-4cf9-98db-68f19f29e020;"{""away"": 0, ""home"": 2, ""match"": ""Canada — Qatar"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:36:37.885862+00:00;Прапор;Сделан прогноз;prediction_set;32b812da-b3aa-4825-b6ba-517a735815f0;"{""away"": 1, ""home"": 1, ""match"": ""Switzerland — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:36:26.809253+00:00;Прапор;Сделан прогноз;prediction_set;e592d539-b6ab-4c73-9f85-18e81d607c58;"{""away"": 2, ""home"": 1, ""match"": ""Czechia — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:36:12.698099+00:00;Прапор;Сделан прогноз;prediction_set;fa2544cb-f0e8-42b2-8a62-beaa063e3aa0;"{""away"": 2, ""home"": 0, ""match"": ""Uzbekistan — Colombia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:35:56.374292+00:00;Прапор;Сделан прогноз;prediction_set;126f7b03-07ec-439b-9731-520dfe2fc786;"{""away"": 0, ""home"": 2, ""match"": ""Argentina — Algeria"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:35:29.322046+00:00;Прапор;Сделан прогноз;prediction_set;3404b735-82aa-4d09-94e0-9f1105be2bf6;"{""away"": 1, ""home"": 0, ""match"": ""Ghana — Panama"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:34:51.592399+00:00;Прапор;Сделан прогноз;prediction_set;02b8ed61-7272-4923-ba7f-8778ab070f80;"{""away"": 0, ""home"": 1, ""match"": ""England — Croatia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:34:28.209503+00:00;Прапор;Сделан прогноз;prediction_set;8aadb7c8-300d-4667-907f-a999ace644e6;"{""away"": 0, ""home"": 2, ""match"": ""Portugal — Congo DR"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:34:08.285581+00:00;Прапор;Сделан прогноз;prediction_set;9437cb05-81bc-4e6f-93a1-ed7e41ad5293;"{""away"": 0, ""home"": 2, ""match"": ""Austria — Jordan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:33:53.120818+00:00;Прапор;Сделан прогноз;prediction_set;537c9ff7-95d3-41ac-b56a-1c7cd2b38eeb;"{""away"": 2, ""home"": 1, ""match"": ""Iraq — Norway"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:33:30.888518+00:00;Прапор;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 1, ""home"": 3, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:33:14.204053+00:00;Прапор;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 0, ""home"": 2, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T19:19:41.796593+00:00;Савва;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 2}}"
2026-06-14T19:16:40.317789+00:00;Spartak1210;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 3, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-14T19:15:16.637637+00:00;Spartak1210;Изменён прогноз;prediction_updated;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 2, ""home"": 1, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 2}}"
2026-06-14T19:13:55.373923+00:00;Spartak1210;Изменён прогноз;prediction_updated;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 1, ""home"": 2, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-14T19:04:45.166735+00:00;МЮ Чемпион;Изменён прогноз;prediction_updated;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 1, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 0}}"
2026-06-14T18:59:22.430405+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T18:59:22.430405+00:00;система;Добавлен счёт;match_result_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 1, ""home"": 7, ""match"": ""Germany — Curaçao""}"
2026-06-14T18:54:22.409567+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T18:47:00.792640+00:00;Valentin;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 1, ""home"": 2, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:46:34.320113+00:00;Valentin;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 1, ""home"": 1, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:46:22.158103+00:00;Гудзон;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 1, ""home"": 4, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:46:07.412918+00:00;Гудзон;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 1, ""home"": 2, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:46:04.583737+00:00;Valentin;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 0, ""home"": 3, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:45:47.195149+00:00;Гудзон;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 2, ""home"": 3, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 3}}"
2026-06-14T18:44:22.419109+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T18:34:22.501742+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T18:26:59.419068+00:00;Alexkl555;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:25:59.224942+00:00;Goalkeeper;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 0, ""home"": 2, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:25:51.545591+00:00;Goalkeeper;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 1, ""home"": 2, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T18:25:26.688098+00:00;Goalkeeper;Сделан прогноз;prediction_set;537c9ff7-95d3-41ac-b56a-1c7cd2b38eeb;"{""away"": 2, ""home"": 1, ""match"": ""Iraq — Norway"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
